,date,HR_NAME,pctl_gwchange,pctl_gwchange_corr,pctl_gwelev,pctl_cumgwchange,pctl_cumgwchange_corr
0,1990-03-31,Central Coast,,,0.2857142857142857,,
1,1990-09-30,Central Coast,,,0.2121212121212121,,
2,1991-03-31,Central Coast,0.6435786435786436,0.7155688622754491,0.34375,0.3317610062893081,0.1497005988023952
3,1991-09-30,Central Coast,0.6904761904761905,0.7926646706586826,0.2068965517241379,0.3043478260869565,0.1160179640718562
4,1992-03-31,Central Coast,0.6949152542372882,0.8053892215568862,0.4137931034482758,0.365079365079365,0.2050898203592814
5,1992-09-30,Central Coast,0.6132478632478633,0.6631736526946108,0.2727272727272727,0.274294670846395,0.0778443113772455
6,1993-03-31,Central Coast,0.7558370591157476,0.905688622754491,0.5923295454545454,0.4409722222222222,0.3473053892215569
7,1993-09-30,Central Coast,0.7520491803278688,0.9041916167664672,0.5741758241758241,0.4330357142857143,0.3353293413173652
8,1994-03-31,Central Coast,0.432051282051282,0.3398203592814371,0.4599358974358974,0.5432190760059612,0.5194610778443114
9,1994-09-30,Central Coast,0.5651260504201681,0.6047904191616766,0.5,0.4212158808933002,0.3061377245508982
10,1995-03-31,Central Coast,0.7817460317460317,0.9311377245508982,0.7165178571428572,0.6310068649885583,0.6856287425149701
11,1995-09-30,Central Coast,0.6923076923076923,0.7971556886227545,0.7,0.6349206349206349,0.6931137724550899
12,1996-03-31,Central Coast,0.5419580419580419,0.561377245508982,0.7272727272727273,0.7212356640769515,0.8488023952095808
13,1996-09-30,Central Coast,0.5606060606060606,0.5958083832335329,0.7096774193548387,0.631578947368421,0.688622754491018
14,1997-03-31,Central Coast,0.4888888888888889,0.4640718562874251,0.5862068965517241,0.6764705882352942,0.781437125748503
15,1997-09-30,Central Coast,0.4454365079365079,0.3787425149700599,0.6,0.6141439205955335,0.6541916167664671
16,1998-03-31,Central Coast,0.7889676113360324,0.93562874251497,0.8805704099821747,0.7559808612440191,0.8907185628742516
17,1998-09-30,Central Coast,0.7777777777777778,0.9236526946107784,0.9245014245014244,0.8410526315789473,0.969311377245509
18,1999-03-31,Central Coast,0.4961538461538461,0.4730538922155688,0.7327380952380952,0.7981910684002261,0.94311377245509
19,1999-09-30,Central Coast,0.6136363636363636,0.6646706586826348,0.7857142857142857,0.8181818181818182,0.9573353293413174
20,2000-03-31,Central Coast,0.4923076923076923,0.468562874251497,0.7058823529411765,0.671875,0.7709580838323353
